sequence_a_bmrb_id,sequence_a_pdb_id,sequence_a_chain_id,sequence_a_length,sequence_b_bmrb_id,sequence_b_pdb_id,sequence_b_chain_id,sequence_b_length,global_identity,exact_matches,alignment_columns,mismatches,sequence_a_gap_columns,sequence_b_gap_columns,alignment_score,identity_threshold,component_edge
4425,3BDO,A,82,4636,1F2H,A,169,0.2105263157894736,36,171,44,89,2,-99,0.4,False
4425,3BDO,A,82,4641,1FO7,A,107,0.2123893805309734,24,113,52,31,6,-65,0.4,False
4425,3BDO,A,82,4648,1FZT,A,211,0.2093023255813953,45,215,33,133,4,-125,0.4,False
4425,3BDO,A,82,4649,1G03,A,134,0.2116788321167883,29,137,50,55,3,-79,0.4,False
4425,3BDO,A,82,4664,1JZU,A,157,0.2292993630573248,36,157,46,75,0,-85,0.4,False
4425,3BDO,A,82,4668,1IX5,A,151,0.2802547770700637,44,157,32,75,6,-69,0.4,False
4425,3BDO,A,82,4688,1ILY,A,90,0.2772277227722772,28,101,43,19,11,-45,0.4,False
4425,3BDO,A,82,4697,1D1N,A,99,0.287037037037037,31,108,42,26,9,-46,0.4,False
4425,3BDO,A,82,4700,1CF4,A,184,0.2421052631578947,46,190,30,108,6,-98,0.4,False
4425,3BDO,A,82,4701,1D9S,A,136,0.2285714285714285,32,140,46,58,4,-76,0.4,False
4425,3BDO,A,82,4706,1CX1,A,153,0.2091503267973856,32,153,50,71,0,-89,0.4,False
4425,3BDO,A,82,4716,1N4C,A,182,0.2287234042553191,43,188,33,106,6,-102,0.4,False
4425,3BDO,A,82,4717,1F7W,A,144,0.2275862068965517,33,145,48,63,1,-79,0.4,False
4425,3BDO,A,82,4735,1JYT,A,163,0.2321428571428571,39,168,38,86,5,-90,0.4,False
4425,3BDO,A,82,4751,1IVM,A,130,0.208955223880597,28,134,50,52,4,-78,0.4,False
4425,3BDO,A,82,4775,1DUJ,A,187,0.2222222222222222,42,189,38,107,2,-105,0.4,False
4425,3BDO,A,82,4779,1PLO,A,122,0.2519685039370078,32,127,45,45,5,-63,0.4,False
4425,3BDO,A,82,4791,1JR6,A,138,0.2285714285714285,32,140,48,58,2,-76,0.4,False
4425,3BDO,A,82,4797,1KD6,A,179,0.2166666666666666,39,180,42,98,1,-102,0.4,False
4425,3BDO,A,82,4814,1LS4,A,164,0.2242424242424242,37,165,44,83,1,-91,0.4,False
4425,3BDO,A,82,4825,1M58,A,106,0.2608695652173913,30,115,43,33,9,-55,0.4,False
4425,3BDO,A,82,4841,1E91,A,85,0.2371134020618556,23,97,47,15,12,-51,0.4,False
4428,1QQV,A,67,4429,1RQU,A,120,0.2416666666666666,29,120,38,53,0,-62,0.4,False
4428,1QQV,A,67,4431,1CKV,A,141,0.1888111888111888,27,143,38,76,2,-89,0.4,False
4428,1QQV,A,67,4447,1H6Q,A,168,0.1952662721893491,33,169,33,102,1,-103,0.4,False
4428,1QQV,A,67,4448,1F3Y,A,165,0.2048192771084337,34,166,32,99,1,-98,0.4,False
4428,1QQV,A,67,4452,2AFP,A,129,0.2076923076923077,27,130,39,63,1,-76,0.4,False
4428,1QQV,A,67,4467,1UB1,A,125,0.208,26,125,41,58,0,-73,0.4,False
4428,1QQV,A,67,4491,1QJT,A,99,0.26,26,100,40,33,1,-48,0.4,False
4428,1QQV,A,67,4492,1JBA,A,189,0.1727748691099476,33,191,32,124,2,-125,0.4,False
4428,1QQV,A,67,4497,7HSC,A,159,0.2,32,160,34,93,1,-96,0.4,False
4428,1QQV,A,67,4519,1D7Q,A,143,0.2083333333333333,30,144,36,77,1,-84,0.4,False
4428,1QQV,A,67,4528,1DC8,A,123,0.208,26,125,39,58,2,-73,0.4,False
4428,1QQV,A,67,4553,1DGQ,A,188,0.2063492063492063,39,189,27,122,1,-111,0.4,False
4428,1QQV,A,67,4566,1L6U,A,108,0.2252252252252252,25,111,39,44,3,-61,0.4,False
4428,1QQV,A,67,4574,1D4B,A,122,0.2258064516129032,28,124,37,57,2,-68,0.4,False
4428,1QQV,A,67,4577,1C05,A,159,0.2111801242236025,34,161,31,94,2,-93,0.4,False
4428,1QQV,A,67,4636,1F2H,A,169,0.2,34,170,32,103,1,-102,0.4,False
4428,1QQV,A,67,4641,1FO7,A,107,0.1743119266055046,19,109,46,42,2,-71,0.4,False
4428,1QQV,A,67,4648,1FZT,A,211,0.1971830985915492,42,213,23,146,2,-129,0.4,False
4428,1QQV,A,67,4649,1G03,A,134,0.213235294117647,29,136,36,69,2,-78,0.4,False
4428,1QQV,A,67,4664,1JZU,A,157,0.21875,35,160,29,93,3,-90,0.4,False
4428,1QQV,A,67,4668,1IX5,A,151,0.2052980132450331,31,151,36,84,0,-89,0.4,False
4428,1QQV,A,67,4688,1ILY,A,90,0.2708333333333333,26,96,35,29,6,-44,0.4,False
4428,1QQV,A,67,4697,1D1N,A,99,0.2254901960784313,23,102,41,35,3,-56,0.4,False
4428,1QQV,A,67,4700,1CF4,A,184,0.2108108108108108,39,185,27,118,1,-107,0.4,False
4428,1QQV,A,67,4701,1D9S,A,136,0.2214285714285714,31,140,32,73,4,-78,0.4,False
4428,1QQV,A,67,4706,1CX1,A,153,0.2207792207792207,34,154,32,87,1,-86,0.4,False
4428,1QQV,A,67,4716,1N4C,A,182,0.1945945945945946,36,185,28,118,3,-113,0.4,False
4428,1QQV,A,67,4717,1F7W,A,144,0.2123287671232876,31,146,34,79,2,-84,0.4,False
4428,1QQV,A,67,4735,1JYT,A,163,0.2261904761904762,38,168,24,101,5,-92,0.4,False
4428,1QQV,A,67,4751,1IVM,A,130,0.2121212121212121,28,132,37,65,2,-76,0.4,False
4428,1QQV,A,67,4775,1DUJ,A,187,0.1914893617021276,36,188,30,121,1,-116,0.4,False
4428,1QQV,A,67,4779,1PLO,A,122,0.2032520325203252,25,123,41,56,1,-73,0.4,False
4428,1QQV,A,67,4791,1JR6,A,138,0.1956521739130435,27,138,40,71,0,-84,0.4,False
4428,1QQV,A,67,4797,1KD6,A,179,0.1868131868131868,34,182,30,115,3,-114,0.4,False
4428,1QQV,A,67,4814,1LS4,A,164,0.2155688622754491,36,167,28,100,3,-95,0.4,False
4428,1QQV,A,67,4825,1M58,A,106,0.2589285714285714,29,112,32,45,6,-54,0.4,False
4428,1QQV,A,67,4841,1E91,A,85,0.2727272727272727,24,88,40,21,3,-40,0.4,False
4429,1RQU,A,120,4437,1CEJ,A,96,0.184,23,125,68,5,29,-79,0.4,False
4429,1RQU,A,120,4445,1D8B,A,81,0.24,30,125,46,5,44,-65,0.4,False
4429,1RQU,A,120,4455,1CI5,A,95,0.2377049180327868,29,122,64,2,27,-64,0.4,False
4429,1RQU,A,120,4473,1L6E,A,46,0.1583333333333333,19,120,27,0,74,-82,0.4,False
4429,1RQU,A,120,4478,1B4R,A,80,0.2661290322580645,33,124,43,4,44,-58,0.4,False
4429,1RQU,A,120,4493,1UD7,A,76,0.2230769230769231,29,130,37,10,54,-72,0.4,False
4429,1RQU,A,120,4494,3LRI,A,83,0.2142857142857142,27,126,50,6,43,-72,0.4,False
4429,1RQU,A,120,4496,1OM2,A,95,0.2461538461538461,32,130,53,10,35,-66,0.4,False
4429,1RQU,A,120,4510,1CXW,A,60,0.1721311475409836,21,122,37,2,62,-80,0.4,False
4429,1RQU,A,120,4514,1D2L,A,45,0.1583333333333333,19,120,26,0,75,-82,0.4,False
4429,1RQU,A,120,4516,1D5G,A,96,0.303030303030303,40,132,44,12,36,-52,0.4,False
4429,1RQU,A,120,4524,1DAQ,A,71,0.2276422764227642,28,123,40,3,52,-67,0.4,False
4429,1RQU,A,120,4540,1NLA,A,53,0.1983471074380165,24,121,28,1,68,-73,0.4,False
4429,1RQU,A,120,4579,1HYI,A,65,0.2049180327868852,25,122,38,2,57,-72,0.4,False
4429,1RQU,A,120,4583,1DOQ,A,69,0.256198347107438,31,121,37,1,52,-59,0.4,False
4429,1RQU,A,120,4584,1DP3,A,55,0.2295081967213114,28,122,25,2,67,-66,0.4,False
4429,1RQU,A,120,4588,1ED7,A,45,0.1570247933884297,19,121,25,1,76,-83,0.4,False
4429,1RQU,A,120,4589,1EHX,A,94,0.2301587301587301,29,126,59,6,32,-68,0.4,False
4429,1RQU,A,120,4593,1EOQ,A,77,0.2301587301587301,29,126,42,6,49,-68,0.4,False
4429,1RQU,A,120,4602,1DO9,A,94,0.2325581395348837,30,129,55,9,35,-69,0.4,False
4429,1RQU,A,120,4603,1DV5,A,80,0.2276422764227642,28,123,49,3,43,-67,0.4,False
4429,1RQU,A,120,4619,1E0E,A,47,0.1900826446280991,23,121,23,1,74,-75,0.4,False
4429,1RQU,A,120,4621,1E4U,A,78,0.2096774193548387,26,124,48,4,46,-72,0.4,False
4429,1RQU,A,120,4622,1E52,A,56,0.1916666666666666,23,120,33,0,64,-74,0.4,False
4429,1RQU,A,120,4637,1F43,A,61,0.1900826446280991,23,121,37,1,60,-75,0.4,False
4429,1RQU,A,120,4661,1C15,A,97,0.2734375,35,128,54,8,31,-58,0.4,False
4429,1RQU,A,120,4666,1DCZ,A,77,0.2777777777777778,35,126,36,6,49,-56,0.4,False
4429,1RQU,A,120,4677,1EXK,A,79,0.2096774193548387,26,124,49,4,45,-72,0.4,False
4429,1RQU,A,120,4721,1D8J,A,81,0.2258064516129032,28,124,49,4,43,-68,0.4,False
4429,1RQU,A,120,4740,1GH9,A,71,0.2148760330578512,26,121,44,1,50,-69,0.4,False
4429,1RQU,A,120,4752,1J9I,A,68,0.25,31,124,33,4,56,-62,0.4,False
4429,1RQU,A,120,4757,1DV0,A,45,0.1983471074380165,24,121,20,1,76,-73,0.4,False
4429,1RQU,A,120,4759,1QPU,A,106,0.2846715328467153,39,137,50,17,31,-59,0.4,False
4429,1RQU,A,120,4771,1S62,A,102,0.2692307692307692,35,130,57,10,28,-60,0.4,False
4429,1RQU,A,120,4781,1F6U,A,55,0.1735537190082644,21,121,33,1,66,-79,0.4,False
4429,1RQU,A,120,4792,2AN7,A,83,0.2651515151515151,35,132,36,12,49,-62,0.4,False
4429,1RQU,A,120,4829,1JXS,A,98,0.2330827067669172,31,133,54,13,35,-71,0.4,False
4429,1RQU,A,120,4833,1G6E,A,87,0.2301587301587301,29,126,52,6,39,-68,0.4,False
4431,1CKV,A,141,4437,1CEJ,A,96,0.2547770700636942,40,157,40,16,61,-77,0.4,False
4431,1CKV,A,141,4445,1D8B,A,81,0.2176870748299319,32,147,43,6,66,-83,0.4,False
4431,1CKV,A,141,4455,1CI5,A,95,0.2587412587412587,37,143,56,2,48,-69,0.4,False
4431,1CKV,A,141,4473,1L6E,A,46,0.1843971631205673,26,141,20,0,95,-89,0.4,False
4431,1CKV,A,141,4478,1B4R,A,80,0.2361111111111111,34,144,43,3,64,-76,0.4,False
4431,1CKV,A,141,4493,1UD7,A,76,0.2638888888888889,38,144,35,3,68,-68,0.4,False
4431,1CKV,A,141,4494,3LRI,A,83,0.2176870748299319,32,147,45,6,64,-83,0.4,False
4431,1CKV,A,141,4496,1OM2,A,95,0.2751677852348993,41,149,46,8,54,-67,0.4,False
4431,1CKV,A,141,4510,1CXW,A,60,0.1971830985915492,28,142,31,1,82,-86,0.4,False
4431,1CKV,A,141,4514,1D2L,A,45,0.1690140845070422,24,142,20,1,97,-94,0.4,False
4431,1CKV,A,141,4516,1D5G,A,96,0.2666666666666666,40,150,47,9,54,-70,0.4,False
4431,1CKV,A,141,4524,1DAQ,A,71,0.2585034013605442,38,147,27,6,76,-71,0.4,False
4431,1CKV,A,141,4540,1NLA,A,53,0.204225352112676,29,142,23,1,89,-84,0.4,False
4431,1CKV,A,141,4579,1HYI,A,65,0.1748251748251748,25,143,38,2,78,-93,0.4,False
4431,1CKV,A,141,4583,1DOQ,A,69,0.2206896551724138,32,145,33,4,76,-81,0.4,False
4431,1CKV,A,141,4584,1DP3,A,55,0.2275862068965517,33,145,18,4,90,-79,0.4,False
4431,1CKV,A,141,4588,1ED7,A,45,0.1748251748251748,25,143,18,2,98,-93,0.4,False
4431,1CKV,A,141,4589,1EHX,A,94,0.277027027027027,41,148,46,7,54,-66,0.4,False
4431,1CKV,A,141,4593,1EOQ,A,77,0.2483221476510067,37,149,32,8,72,-75,0.4,False
4431,1CKV,A,141,4602,1DO9,A,94,0.2666666666666666,40,150,45,9,56,-70,0.4,False
4431,1CKV,A,141,4603,1DV5,A,80,0.2653061224489796,39,147,35,6,67,-69,0.4,False
4431,1CKV,A,141,4619,1E0E,A,47,0.1678321678321678,24,143,21,2,96,-95,0.4,False
4431,1CKV,A,141,4621,1E4U,A,78,0.2222222222222222,32,144,43,3,66,-80,0.4,False
4431,1CKV,A,141,4622,1E52,A,56,0.1818181818181818,26,143,28,2,87,-91,0.4,False
4431,1CKV,A,141,4637,1F43,A,61,0.2083333333333333,30,144,28,3,83,-84,0.4,False
4431,1CKV,A,141,4661,1C15,A,97,0.25,37,148,53,7,51,-74,0.4,False
4431,1CKV,A,141,4666,1DCZ,A,77,0.25,37,148,33,7,71,-74,0.4,False
4431,1CKV,A,141,4677,1EXK,A,79,0.1944444444444444,28,144,48,3,65,-88,0.4,False
4431,1CKV,A,141,4721,1D8J,A,81,0.2344827586206896,34,145,43,4,64,-77,0.4,False
4431,1CKV,A,141,4740,1GH9,A,71,0.2361111111111111,34,144,34,3,73,-76,0.4,False
4431,1CKV,A,141,4752,1J9I,A,68,0.226950354609929,32,141,36,0,73,-77,0.4,False
4431,1CKV,A,141,4757,1DV0,A,45,0.1901408450704225,27,142,17,1,97,-88,0.4,False
4431,1CKV,A,141,4759,1QPU,A,106,0.2361111111111111,34,144,69,3,38,-76,0.4,False
4431,1CKV,A,141,4771,1S62,A,102,0.2214765100671141,33,149,61,8,47,-83,0.4,False
4431,1CKV,A,141,4781,1F6U,A,55,0.2,29,145,22,4,90,-87,0.4,False
4431,1CKV,A,141,4792,2AN7,A,83,0.261744966442953,39,149,36,8,66,-71,0.4,False
4431,1CKV,A,141,4829,1JXS,A,98,0.2533333333333333,38,150,51,9,52,-74,0.4,False
4431,1CKV,A,141,4833,1G6E,A,87,0.2434210526315789,37,152,39,11,65,-78,0.4,False
4437,1CEJ,A,96,4447,1H6Q,A,168,0.2105263157894736,36,171,57,75,3,-99,0.4,False
4437,1CEJ,A,96,4448,1F3Y,A,165,0.2130177514792899,36,169,56,73,4,-97,0.4,False
4437,1CEJ,A,96,4452,2AFP,A,129,0.2318840579710145,32,138,55,42,9,-74,0.4,False
4437,1CEJ,A,96,4467,1UB1,A,125,0.2137404580152671,28,131,62,35,6,-75,0.4,False
4437,1CEJ,A,96,4491,1QJT,A,99,0.2136752136752136,25,117,53,21,18,-67,0.4,False
4437,1CEJ,A,96,4492,1JBA,A,189,0.2072538860103626,40,193,52,97,4,-113,0.4,False
4437,1CEJ,A,96,4497,7HSC,A,159,0.217391304347826,35,161,59,65,2,-91,0.4,False
4437,1CEJ,A,96,4519,1D7Q,A,143,0.2312925170068027,34,147,58,51,4,-79,0.4,False
4437,1CEJ,A,96,4528,1DC8,A,123,0.2344827586206896,34,145,40,49,22,-77,0.4,False
4437,1CEJ,A,96,4553,1DGQ,A,188,0.21875,42,192,50,96,4,-108,0.4,False
4437,1CEJ,A,96,4566,1L6U,A,108,0.25,32,128,44,32,20,-64,0.4,False
4437,1CEJ,A,96,4574,1D4B,A,122,0.21875,28,128,62,32,6,-72,0.4,False
4437,1CEJ,A,96,4577,1C05,A,159,0.2222222222222222,36,162,57,66,3,-90,0.4,False
4437,1CEJ,A,96,4636,1F2H,A,169,0.175438596491228,30,171,64,75,2,-111,0.4,False
4437,1CEJ,A,96,4641,1FO7,A,107,0.225,27,120,56,24,13,-66,0.4,False
4437,1CEJ,A,96,4648,1FZT,A,211,0.2129629629629629,46,216,45,120,5,-124,0.4,False
4437,1CEJ,A,96,4649,1G03,A,134,0.1703703703703703,23,135,72,39,1,-89,0.4,False
4437,1CEJ,A,96,4664,1JZU,A,157,0.186335403726708,30,161,62,65,4,-101,0.4,False
4437,1CEJ,A,96,4668,1IX5,A,151,0.2193548387096774,34,155,58,59,4,-87,0.4,False
4437,1CEJ,A,96,4688,1ILY,A,90,0.1826923076923076,19,104,63,8,14,-66,0.4,False
4437,1CEJ,A,96,4697,1D1N,A,99,0.2053571428571428,23,112,60,16,13,-66,0.4,False
4437,1CEJ,A,96,4700,1CF4,A,184,0.2192513368983957,41,187,52,91,3,-105,0.4,False
4437,1CEJ,A,96,4701,1D9S,A,136,0.1928571428571428,27,140,65,44,4,-86,0.4,False
4437,1CEJ,A,96,4706,1CX1,A,153,0.2341772151898734,37,158,54,62,5,-84,0.4,False
4437,1CEJ,A,96,4716,1N4C,A,182,0.2074468085106383,39,188,51,92,6,-110,0.4,False
4437,1CEJ,A,96,4717,1F7W,A,144,0.2066666666666666,31,150,59,54,6,-88,0.4,False
4437,1CEJ,A,96,4735,1JYT,A,163,0.2261904761904762,38,168,53,72,5,-92,0.4,False
4437,1CEJ,A,96,4751,1IVM,A,130,0.2014925373134328,27,134,65,38,4,-80,0.4,False
4437,1CEJ,A,96,4775,1DUJ,A,187,0.2291666666666666,44,192,47,96,5,-104,0.4,False
4437,1CEJ,A,96,4779,1PLO,A,122,0.2835820895522388,38,134,46,38,12,-58,0.4,False
4437,1CEJ,A,96,4791,1JR6,A,138,0.2483221476510067,37,149,48,53,11,-75,0.4,False
4437,1CEJ,A,96,4797,1KD6,A,179,0.2044198895027624,37,181,57,85,2,-107,0.4,False
4437,1CEJ,A,96,4814,1LS4,A,164,0.2228915662650602,37,166,57,70,2,-92,0.4,False
4437,1CEJ,A,96,4825,1M58,A,106,0.2436974789915966,29,119,54,23,13,-61,0.4,False
4437,1CEJ,A,96,4841,1E91,A,85,0.2156862745098039,22,102,57,6,17,-58,0.4,False
4445,1D8B,A,81,4447,1H6Q,A,168,0.2126436781609195,37,174,38,93,6,-100,0.4,False
4445,1D8B,A,81,4448,1F3Y,A,165,0.2071005917159763,35,169,42,88,4,-99,0.4,False
4445,1D8B,A,81,4452,2AFP,A,129,0.2121212121212121,28,132,50,51,3,-76,0.4,False
4445,1D8B,A,81,4467,1UB1,A,125,0.2403100775193798,31,129,46,48,4,-67,0.4,False
4445,1D8B,A,81,4491,1QJT,A,99,0.2636363636363636,29,110,41,29,11,-52,0.4,False
4445,1D8B,A,81,4492,1JBA,A,189,0.1927083333333333,37,192,41,111,3,-118,0.4,False
4445,1D8B,A,81,4497,7HSC,A,159,0.2392638036809816,39,163,38,82,4,-85,0.4,False
4445,1D8B,A,81,4519,1D7Q,A,143,0.2244897959183673,33,147,44,66,4,-81,0.4,False
4445,1D8B,A,81,4528,1DC8,A,123,0.2519685039370078,32,127,45,46,4,-63,0.4,False
4445,1D8B,A,81,4553,1DGQ,A,188,0.2094240837696335,40,191,38,110,3,-111,0.4,False
4445,1D8B,A,81,4566,1L6U,A,108,0.2232142857142857,25,112,52,31,4,-62,0.4,False
4445,1D8B,A,81,4574,1D4B,A,122,0.2619047619047619,33,126,44,45,4,-60,0.4,False
4445,1D8B,A,81,4577,1C05,A,159,0.2453987730061349,40,163,37,82,4,-83,0.4,False
4445,1D8B,A,81,4636,1F2H,A,169,0.1929824561403508,33,171,46,90,2,-105,0.4,False
4445,1D8B,A,81,4641,1FO7,A,107,0.2389380530973451,27,113,48,32,6,-59,0.4,False
4445,1D8B,A,81,4648,1FZT,A,211,0.2155963302752293,47,218,27,137,7,-124,0.4,False
4445,1D8B,A,81,4649,1G03,A,134,0.2222222222222222,30,135,50,54,1,-75,0.4,False
4445,1D8B,A,81,4664,1JZU,A,157,0.2264150943396226,36,159,43,78,2,-87,0.4,False
4445,1D8B,A,81,4668,1IX5,A,151,0.2064516129032258,32,155,45,74,4,-91,0.4,False
4445,1D8B,A,81,4688,1ILY,A,90,0.2761904761904762,29,105,37,24,15,-47,0.4,False
4445,1D8B,A,81,4697,1D1N,A,99,0.2058823529411764,21,102,57,21,3,-60,0.4,False
4445,1D8B,A,81,4700,1CF4,A,184,0.1945945945945946,36,185,44,104,1,-113,0.4,False
4445,1D8B,A,81,4701,1D9S,A,136,0.2302158273381295,32,139,46,58,3,-75,0.4,False
4445,1D8B,A,81,4706,1CX1,A,153,0.2371794871794871,37,156,41,75,3,-82,0.4,False
4445,1D8B,A,81,4716,1N4C,A,182,0.2032967032967033,37,182,44,101,0,-108,0.4,False
4445,1D8B,A,81,4717,1F7W,A,144,0.24,36,150,39,69,6,-78,0.4,False
4445,1D8B,A,81,4735,1JYT,A,163,0.2363636363636363,39,165,40,84,2,-87,0.4,False
4445,1D8B,A,81,4751,1IVM,A,130,0.2290076335877862,30,131,50,50,1,-71,0.4,False
4445,1D8B,A,81,4775,1DUJ,A,187,0.1989528795811518,38,191,39,110,4,-115,0.4,False
4445,1D8B,A,81,4779,1PLO,A,122,0.2125984251968504,27,127,49,46,5,-73,0.4,False
4445,1D8B,A,81,4791,1JR6,A,138,0.2260273972602739,33,146,40,65,8,-80,0.4,False
4445,1D8B,A,81,4797,1KD6,A,179,0.2197802197802197,40,182,38,101,3,-102,0.4,False
4445,1D8B,A,81,4814,1LS4,A,164,0.2071005917159763,35,169,41,88,5,-99,0.4,False
4445,1D8B,A,81,4825,1M58,A,106,0.2222222222222222,26,117,44,36,11,-65,0.4,False
4445,1D8B,A,81,4841,1E91,A,85,0.21875,21,96,49,15,11,-54,0.4,False
4447,1H6Q,A,168,4455,1CI5,A,95,0.2598870056497175,46,177,40,9,82,-85,0.4,False
4447,1H6Q,A,168,4473,1L6E,A,46,0.1578947368421052,27,171,16,3,125,-117,0.4,False
4447,1H6Q,A,168,4478,1B4R,A,80,0.2339181286549707,40,171,37,3,91,-91,0.4,False
4447,1H6Q,A,168,4493,1UD7,A,76,0.2138728323699422,37,173,34,5,97,-99,0.4,False
4447,1H6Q,A,168,4494,3LRI,A,83,0.1988636363636363,35,176,40,8,93,-106,0.4,False
4447,1H6Q,A,168,4496,1OM2,A,95,0.2248520710059171,38,169,56,1,74,-93,0.4,False
4447,1H6Q,A,168,4510,1CXW,A,60,0.1607142857142857,27,168,33,0,108,-114,0.4,False
4447,1H6Q,A,168,4514,1D2L,A,45,0.1488095238095238,25,168,20,0,123,-118,0.4,False
4447,1H6Q,A,168,4516,1D5G,A,96,0.2280701754385964,39,171,54,3,75,-93,0.4,False
4447,1H6Q,A,168,4524,1DAQ,A,71,0.2339181286549707,40,171,28,3,100,-91,0.4,False
4447,1H6Q,A,168,4540,1NLA,A,53,0.1834319526627219,31,169,21,1,116,-107,0.4,False
4447,1H6Q,A,168,4579,1HYI,A,65,0.1812865497076023,31,171,31,3,106,-109,0.4,False
4447,1H6Q,A,168,4583,1DOQ,A,69,0.2071005917159763,35,169,33,1,100,-99,0.4,False
4447,1H6Q,A,168,4584,1DP3,A,55,0.1952662721893491,33,169,21,1,114,-103,0.4,False
4447,1H6Q,A,168,4588,1ED7,A,45,0.1529411764705882,26,170,17,2,125,-118,0.4,False
4447,1H6Q,A,168,4589,1EHX,A,94,0.2529411764705882,43,170,49,2,76,-84,0.4,False
4447,1H6Q,A,168,4593,1EOQ,A,77,0.2196531791907514,38,173,34,5,96,-97,0.4,False
4447,1H6Q,A,168,4602,1DO9,A,94,0.2117647058823529,36,170,56,2,76,-98,0.4,False
4447,1H6Q,A,168,4603,1DV5,A,80,0.2441860465116279,42,172,34,4,92,-88,0.4,False
4447,1H6Q,A,168,4619,1E0E,A,47,0.1547619047619047,26,168,21,0,121,-116,0.4,False
4447,1H6Q,A,168,4621,1E4U,A,78,0.2222222222222222,38,171,37,3,93,-95,0.4,False
4447,1H6Q,A,168,4622,1E52,A,56,0.1834319526627219,31,169,24,1,113,-107,0.4,False
4447,1H6Q,A,168,4637,1F43,A,61,0.1904761904761904,32,168,29,0,107,-104,0.4,False
4447,1H6Q,A,168,4661,1C15,A,97,0.2514619883040935,43,171,51,3,74,-85,0.4,False
4447,1H6Q,A,168,4666,1DCZ,A,77,0.2352941176470588,40,170,35,2,93,-90,0.4,False
4447,1H6Q,A,168,4677,1EXK,A,79,0.1834319526627219,31,169,47,1,90,-107,0.4,False
4447,1H6Q,A,168,4721,1D8J,A,81,0.2383720930232558,41,172,36,4,91,-90,0.4,False
4447,1H6Q,A,168,4740,1GH9,A,71,0.2093023255813953,36,172,31,4,101,-100,0.4,False
4447,1H6Q,A,168,4752,1J9I,A,68,0.2046783625730994,35,171,30,3,103,-101,0.4,False
4447,1H6Q,A,168,4757,1DV0,A,45,0.1597633136094674,27,169,17,1,124,-115,0.4,False
4447,1H6Q,A,168,4759,1QPU,A,106,0.239766081871345,41,171,62,3,65,-89,0.4,False
4447,1H6Q,A,168,4771,1S62,A,102,0.24,42,175,53,7,73,-91,0.4,False
4447,1H6Q,A,168,4781,1F6U,A,55,0.1488095238095238,25,168,30,0,113,-118,0.4,False
4447,1H6Q,A,168,4792,2AN7,A,83,0.2046783625730994,35,171,45,3,88,-101,0.4,False
4447,1H6Q,A,168,4829,1JXS,A,98,0.2339181286549707,40,171,55,3,73,-91,0.4,False
4447,1H6Q,A,168,4833,1G6E,A,87,0.2254335260115607,39,173,43,5,86,-95,0.4,False
4448,1F3Y,A,165,4455,1CI5,A,95,0.2485549132947976,43,173,44,8,78,-87,0.4,False
4448,1F3Y,A,165,4473,1L6E,A,46,0.1686746987951807,28,166,17,1,120,-110,0.4,False
4448,1F3Y,A,165,4478,1B4R,A,80,0.2321428571428571,39,168,38,3,88,-90,0.4,False
4448,1F3Y,A,165,4493,1UD7,A,76,0.2209302325581395,38,172,31,7,96,-96,0.4,False
4448,1F3Y,A,165,4494,3LRI,A,83,0.2130177514792899,36,169,43,4,86,-97,0.4,False
4448,1F3Y,A,165,4496,1OM2,A,95,0.2267441860465116,39,172,49,7,77,-94,0.4,False
4448,1F3Y,A,165,4510,1CXW,A,60,0.1785714285714285,30,168,27,3,108,-108,0.4,False
4448,1F3Y,A,165,4514,1D2L,A,45,0.1676646706586826,28,167,15,2,122,-111,0.4,False
4448,1F3Y,A,165,4516,1D5G,A,96,0.2352941176470588,40,170,51,5,74,-90,0.4,False
4448,1F3Y,A,165,4524,1DAQ,A,71,0.2155688622754491,36,167,33,2,96,-95,0.4,False
4448,1F3Y,A,165,4540,1NLA,A,53,0.1916167664670658,32,167,19,2,114,-103,0.4,False
4448,1F3Y,A,165,4579,1HYI,A,65,0.1726190476190476,29,168,33,3,103,-110,0.4,False
4448,1F3Y,A,165,4583,1DOQ,A,69,0.2023809523809523,34,168,32,3,99,-100,0.4,False
4448,1F3Y,A,165,4584,1DP3,A,55,0.1736526946107784,29,167,24,2,112,-109,0.4,False
4448,1F3Y,A,165,4588,1ED7,A,45,0.1515151515151515,25,165,20,0,120,-115,0.4,False
4448,1F3Y,A,165,4589,1EHX,A,94,0.2471264367816092,43,174,42,9,80,-88,0.4,False
4448,1F3Y,A,165,4593,1EOQ,A,77,0.2470588235294117,42,170,30,5,93,-86,0.4,False
4448,1F3Y,A,165,4602,1DO9,A,94,0.2294117647058823,39,170,50,5,76,-92,0.4,False
4448,1F3Y,A,165,4603,1DV5,A,80,0.2335329341317365,39,167,39,2,87,-89,0.4,False
4448,1F3Y,A,165,4619,1E0E,A,47,0.165680473372781,28,169,15,4,122,-113,0.4,False
4448,1F3Y,A,165,4621,1E4U,A,78,0.2083333333333333,35,168,40,3,90,-98,0.4,False
4448,1F3Y,A,165,4622,1E52,A,56,0.1964285714285714,33,168,20,3,112,-102,0.4,False
4448,1F3Y,A,165,4637,1F43,A,61,0.1867469879518072,31,166,29,1,105,-104,0.4,False
4448,1F3Y,A,165,4661,1C15,A,97,0.2307692307692307,39,169,54,4,72,-91,0.4,False
4448,1F3Y,A,165,4666,1DCZ,A,77,0.2235294117647059,38,170,34,5,93,-94,0.4,False
